track_id,genre
95535,12
95908,21
95910,21
95911,21
95912,21
95914,21
95915,21
96399,12
96400,12
96401,12
96402,12
96403,12
96408,66
96560,12
96657,21
96675,21
96678,21
96718,25
96759,89
96935,25
96936,25
97037,21
97041,21
97043,21
97286,25
97568,539
97569,539
97570,539
97690,66
97691,21
97692,21
97697,21
97886,109
97887,109
97894,66
97980,21
97986,21
97987,21
97988,21
97989,21
98025,25
98077,25
98251,25
98297,66
98547,21
98548,21
98549,21
98550,21
98551,21
98552,21
98553,21
98554,21
98555,21
98556,21
98557,21
98565,21
98567,21
98569,21
98573,21
98574,21
98575,21
98576,21
98577,21
98578,21
98579,21
98580,21
98581,21
98582,21
98583,21
98584,21
98585,21
98613,21
98617,21
98618,21
98619,21
98620,21
98621,21
98622,21
98623,21
98624,21
98625,21
98626,21
98627,21
98628,21
98701,12
99093,21
99095,21
99096,21
99260,25
99345,31
99411,85
99419,85
99436,85
99437,85
99438,85
99439,85
99440,85
99441,85
99442,85
99501,21
100478,21
100479,21
100480,21
100799,88
100802,88
100949,21
100958,21
100959,21
101951,25
102195,58
103800,21
103808,21
104062,12
104063,12
104086,12
104227,85
104668,89
105119,12
105141,12
105142,12
105144,12
105145,12
105443,21
105450,21
105451,21
105682,66
105683,539
105685,539
105824,21
105825,21
105826,21
105827,21
105912,12
106274,66
106277,66
106463,111
106465,111
106562,12
106563,12
106564,12
106566,12
106567,12
106568,12
106569,12
106570,12
106571,12
106872,12
106876,12
106877,12
106948,25
106951,25
106952,25
106953,31
106954,31
106955,31
106956,31
107020,21
107021,21
107025,21
107027,21
107028,21
107029,21
107030,21
107031,21
107101,25
107388,101
107389,101
107390,101
107391,101
107476,89
107506,25
107659,12
107799,12
107805,12
107809,21
107850,21
108031,66
108036,66
108037,26
108038,26
108079,26
108155,109
108290,58
108297,58
108298,58
108487,21
108488,21
108489,21
108490,21
108491,21
108492,21
108493,21
108494,21
108495,21
108496,21
108497,21
108498,21
108499,21
108500,21
108501,21
108502,25
108503,25
108504,25
108505,25
108745,21
108774,21
108799,21
108808,21
108809,21
108812,21
108836,21
108837,21
108838,21
108839,21
108840,21
108841,21
108842,21
108843,21
108845,21
108846,21
108847,21
108925,25
108957,66
108961,66
108962,66
108967,12
108968,12
108969,12
108970,12
108992,88
109203,66
109235,25
109349,66
109350,27
109355,27
109356,27
109357,27
109468,85
109481,109
109497,109
109670,21
109681,21
109684,21
109685,21
109686,21
109687,21
110070,21
110082,21
110084,21
110085,21
110086,21
110166,12
110167,12
110259,21
110260,21
110261,21
110262,21
110263,21
110264,21
110265,21
110266,21
110267,21
110410,70
110417,70
110546,25
110634,58
110636,58
110637,58
110735,21
110736,21
110743,21
110744,21
110756,21
110764,21
110765,21
110768,21
110771,21
110772,21
110774,21
110775,21
110776,21
110777,21
110778,21
110779,21
110980,26
110982,26
110983,26
110985,26
111306,53
111311,53
111335,66
111658,66
111747,12
111911,66
111934,21
111935,21
111936,21
111937,21
111938,21
111974,12
111982,25
112020,66
112065,31
112066,31
112314,31
112315,31
112316,31
112317,31
112318,31
112468,21
112481,21
112483,21
112484,21
112485,21
112486,21
112487,21
112488,21
112526,12
112527,12
112528,12
112529,12
112733,27
112734,27
112735,27
113030,21
113031,21
113032,21
113033,21
113034,21
113035,21
113036,21
113037,21
113063,66
113164,58
113165,58
113166,58
113294,25
113303,25
113304,25
113305,25
113311,12
113511,70
113512,70
113513,70
113530,26
113574,12
113822,66
114036,21
114037,21
114040,21
114041,21
114042,21
114044,21
114045,21
114047,21
114048,21
114049,21
114050,21
114051,21
114198,31
114199,31
114200,31
114201,31
114265,811
114266,811
114268,811
114272,811
114274,811
114275,811
114395,26
114396,26
114397,26
114398,26
114399,26
114400,26
114401,26
114402,26
114403,26
114404,26
114405,26
114406,26
114408,26
114409,26
114410,26
114411,26
114412,26
114413,26
114414,26
114415,26
114416,26
114430,66
115735,31
115761,31
115762,31
115764,31
115765,31
115766,31
116388,811
116389,811
116390,811
116407,811
116547,26
116833,70
117450,12
117883,12
117884,12
117885,12
117886,12
117887,12
118279,66
118327,31
118384,12
118569,21
119257,66
119569,27
119571,27
119574,27
119715,58
119922,66
119938,21
119939,21
119940,21
119941,21
119942,21
119979,21
119985,21
119988,21
119991,21
119992,21
119993,21
119994,21
120518,25
121251,25
121256,12
121257,12
121312,100
121313,100
121314,100
121315,100
121316,100
121317,100
121318,100
121319,100
121320,100
121321,100
121322,100
121323,100
121415,66
121570,25
121813,25
121866,12
121867,12
121869,12
122066,12
122077,12
122079,12
122080,12
122081,12
122082,12
122083,12
122084,12
122085,12
122086,12
122087,12
122088,12
122190,12
122395,12
122397,12
122398,12
122399,12
122400,12
122472,66
122620,12
122683,12
122685,12
122686,12
122911,36
123147,21
123273,98
123278,31
123427,25
123438,21
123439,21
123440,21
123441,21
123442,21
123474,66
123614,21
123641,21
123645,21
123647,21
123821,26
123825,88
123832,88
123834,88
123835,88
123866,85
123867,85
123868,85
123964,21
123965,21
123966,21
123968,21
123969,21
123970,21
123971,21
123972,21
123973,21
123974,21
123975,21
123976,21
123977,21
123978,21
123979,21
123980,21
123981,21
123986,21
124184,31
124185,31
124186,31
124201,25
124391,12
124392,12
124393,12
124394,12
124460,31
124461,31
124470,25
124702,21
124992,89
124996,89
125001,89
125002,89
125003,89
125004,89
125432,12
125551,25
125774,85
125776,85
125777,85
125778,85
125779,85
126047,25
126294,26
126295,26
126297,26
126300,26
126598,58
126666,12
126667,12
126668,12
126669,12
126670,12
126671,12
126672,12
126673,12
126674,12
126675,12
126676,12
126944,25
127330,12
127339,26
127559,58
127720,25
128441,21
128443,21
128448,12
128494,21
128504,12
128666,21
128668,21
128699,12
128709,85
128710,85
128711,85
128927,21
129046,27
129088,12
129089,12
129090,12
129091,12
129092,12
129093,12
129094,12
129095,12
129096,12
129097,12
129098,12
129268,66
129399,26
129674,21
129675,21
129806,542
129807,542
129808,542
129904,539
129910,539
129914,539
129915,539
129918,539
129919,539
129920,539
129962,12
129968,12
129969,12
129970,12
129972,12
129973,12
129997,66
130016,66
130084,12
130168,21
130170,21
130218,21
130440,21
130454,21
130456,21
130650,21
130682,12
130683,12
130689,70
130691,70
130692,70
130693,70
130702,21
130709,21
130710,21
130711,21
131016,21
131019,21
131020,21
131021,21
131166,25
131292,66
131422,21
131425,21
131426,21
131536,25
131552,31
131553,31
131554,31
131656,85
131657,85
131658,85
131978,12
131979,12
132117,21
132118,21
132171,109
132914,26
132954,21
132961,21
132962,21
132963,21
132964,21
132965,21
133272,12
133273,12
133274,12
133275,12
133276,12
133479,25
133632,27
133729,12
133731,12
133772,25
133833,26
134034,27
134509,21
134510,21
134594,58
134610,21
134823,21
134824,21
134825,21
134826,21
134827,21
135363,12
135364,12
135365,12
135368,12
135369,12
135370,12
135371,12
135372,12
135373,12
135374,12
135375,12
136054,12
136091,89
136094,89
136275,85
136404,25
136449,21
136465,21
136466,21
136467,21
136468,21
136469,21
136705,27
136706,27
136707,27
136708,27
136709,27
137211,25
137212,25
137213,25
137214,25
137356,109
137417,66
137418,66
137419,66
137423,66
137424,66
137425,66
137426,66
137567,26
137593,31
137605,12
137624,53
137627,53
137630,53
137631,53
137632,53
137715,12
137716,12
137717,12
137719,12
137720,12
137721,12
137722,12
137723,12
137724,12
137725,12
137740,12
137895,21
137896,21
137898,21
137899,21
137900,21
137901,21
137935,53
137998,167
138010,26
138053,64
138060,66
138061,66
138207,66
138210,66
138211,66
138212,21
138213,21
138215,21
138216,21
138217,21
138218,21
138282,12
138306,12
138311,12
138317,12
138318,12
138319,12
138320,12
138351,25
138355,25
139117,89
139123,89
139461,27
139769,25
139770,25
140043,27
140421,66
140576,25
140609,21
140620,21
140621,21
140623,21
140625,21
140626,21
141164,21
141166,21
141167,21
141168,21
141173,53
141304,21
141375,21
141561,21
141562,21
141564,21
141566,21
141567,21
141568,21
141569,21
141735,21
141877,167
141878,167
141894,31
142082,21
142083,21
142084,21
142085,21
142086,21
142087,21
142088,21
142089,21
142091,21
142092,21
142093,21
142128,111
142358,21
142359,21
142360,21
142361,21
142362,21
142402,31
142418,31
142511,53
142563,88
142666,83
142668,83
142669,83
142670,83
142671,83
142672,83
142947,25
142948,25
142949,25
142950,25
143095,25
143097,25
143098,25
143099,25
143106,12
143214,12
143215,12
143216,12
143217,12
143218,12
143219,12
143220,12
143221,12
143290,21
143318,12
143319,12
143989,12
143995,12
144170,21
144171,21
144172,21
144173,21
144179,100
144180,100
144181,100
144182,100
144212,21
144213,21
144214,21
144215,21
144216,21
144740,21
144741,21
145020,12
145027,12
145067,109
145068,109
145199,12
145241,12
145257,64
145258,64
145259,64
145260,64
145606,26
145607,45
145608,45
145609,45
145610,45
145724,21
145727,21
145728,21
145729,21
145730,21
145741,21
145742,21
145743,21
145744,21
145745,21
145746,21
145747,21
145748,21
145749,21
145750,21
145751,21
145780,85
145783,85
146147,21
146148,21
146149,21
146150,21
146151,21
146152,21
146153,21
146478,12
146481,12
146482,12
146483,12
146681,21
146683,21
146685,21
146687,21
146689,21
146713,21
146716,21
146724,21
146725,21
146726,21
146727,21
147020,21
147021,21
147022,21
147023,21
147024,21
147261,21
147265,21
147267,21
147268,21
147269,21
147409,12
147412,12
147413,12
147886,21
147956,66
148028,100
148031,100
148032,100
148246,58
148536,26
148537,26
149118,21
149124,21
149138,21
149369,539
149370,539
149416,12
149417,12
149452,70
149488,31
149523,36
149623,539
149625,539
149626,539
149687,21
149689,21
149690,21
149951,21
149953,21
150287,21
150288,21
152543,21
152545,21
153337,21
154303,21
154305,21
154306,21
154307,21
154308,21
154309,21
155066,21
