features,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc
14538,2.4526069164,2.8489501476,1.2374752759999998,0.012380493805,0.46868059039,0.8668458461799998,0.20256580412,0.052189234644,0.7669358849500001,0.45156991482,-0.031870946288,0.41057121754,0.26051092148000005,0.1079807207,0.52108359337,1.8910483122,0.84668427706,0.55146551132,0.57782703638,0.43876883388,5.9846715927,267.21099854,99.83011627200001,121.82601929,78.173194885,65.339347839,41.578304291,47.375957488999994,40.755310059,34.994922638,27.30919075,35.352722168,32.987133026,30.095472336,30.283843994,25.256246566999998,32.171344757,30.216533661,26.064500809000002,26.500404358,-190.71772766,142.56352234,-8.3079195023,41.78458786,16.07727623,18.588508605999998,4.4647941589,12.765114784000001,-3.2726724148,-0.20493400097,-5.3061552048000005,2.166424036,-2.0086438656,3.5883076191,-0.030929952860000002,-0.90851777792,-2.5270893574,-1.2792522907,-1.362287879,-0.27160939574000004,-162.91194153,146.00741577,-7.1511559486000005,47.178585051999995,17.033246994000002,21.527980804000002,4.7712364197,14.24448204,-3.1255316734,-5.3290705182e-15,-5.4109940529,1.984849453,-2.0866053104,3.7136590481,2.3092638912e-14,-0.24425403774,-2.3955266476,-0.98315495253,-1.2667084932,3.1086244689999996e-14,-531.94543457,-7.4073410034,-106.85443115,-61.327877045,-61.277748108000004,-58.548812866000006,-47.155349731,-38.076290131,-39.014144897,-37.293811798,-33.918792725,-37.486579895,-34.412460327,-29.810503005999998,-33.047405243,-38.61322403,-30.435947418,-28.132471085,-27.884912490999998,-25.30065918,-1.5745651722,-1.1154165268,0.1536655575,-0.69643694162,-0.22824519873000004,-0.7616429925,-0.25105345249,-0.52300024033,0.067505888641,-0.19929014146,0.043246548623,-0.025051850826,0.17133547366,-0.1736112237,-0.18174548447,-0.5699352026,0.10716553032,0.071431897581,0.12647917867,-0.13273374736,110.04098511,44.377426147,20.960741043,29.905332565,14.931907654000002,15.988755225999999,11.985193253,13.144180298,8.786313056900001,8.4497337341,8.302585601799999,9.2123823166,7.7154889107,8.3141565323,8.2449893951,6.8989949226,6.5255832672,6.3369364738,5.6803817749,5.6817922592
14539,6.6222324371,6.2885866165,0.79278081656,-0.37227392197,1.4164311886,-0.11184801160999998,0.71250611544,-0.13500118256,0.6935030221899999,0.079793900251,0.20165684819,0.54447036982,0.032820578665,-0.33193513751,-0.14157274365,-0.058108381927,0.2591522634,0.59140944481,0.34489274025,1.1381934881,-10.257570267,242.44419861,54.052429198999995,107.94322205,88.21404266399998,55.126338958999995,51.225715637,40.100971222,28.432832718,36.022281647,32.314594269000004,33.092830658000004,28.555196761999998,33.803974151999995,27.802906036,27.435577393000003,25.702043533,36.809677124000004,26.649490355999998,38.542152405,-150.49284363,175.47865295,-46.273609161,35.217327118,15.363893509,-0.8042750358600002,4.1617827415,5.6358914375,-7.7921404839,-7.6955094337,-0.2084556222,-3.6033537388,-3.3211553097000004,2.039087534,-0.39336702228,-1.2716085911,-8.4302473068,-3.4088442326,-6.097366332999999,-2.6779708862,-144.07826233,178.7502594,-48.268928528000004,39.598377228000004,15.45773983,1.8723926544,3.9701423645,6.360283851599998,-7.0965137482000005,-7.857916355099999,-0.25624397397,-3.7138388157,-3.3327813148,2.1427586079,-0.5500187873800001,-1.2434830666,-8.5285186768,-3.5971539021,-6.3644123076999985,-2.954903841,-509.10699463,-6.750155989700002e-14,-108.88976288,-47.69641113300001,-35.80273056,-65.49029541,-38.197410583,-31.36435318,-57.971534729,-35.973770142,-38.506828308,-50.463840485,-34.586269379,-30.180330276,-28.695796967,-28.99338913,-36.350921631,-30.368972778000003,-32.119083405,-33.273925780999996,-1.7406104803,-1.6160143613999998,0.56402021646,-0.41411045194,0.21427232027,-0.49027118087,0.20618242025,-0.23159399629,-0.35559237003,0.17481291294,0.024238422513000003,-0.07329263538099999,-0.0028687505983000005,-0.092919684947,0.094428174198,-0.0069284052588,0.10926189274,0.31696155667,0.27169841528,0.40264046192,63.876602173,30.749042511,23.617702484000002,26.058696747,13.694886208,19.813457489,11.210677147,11.463120460999999,10.109659195,9.201050758400001,9.987321853600001,9.6195850372,8.594581604,10.19098568,8.6494579315,7.7128324509000015,7.8565449715,8.0939426422,8.4016532898,7.360285759
14541,0.93152445555,1.1993188858,-0.038201965392,0.50562244654,0.17980456352000002,1.2880791426,0.63327693939,0.22009189427,0.13217268884000002,0.37216496468,0.27807316184,-0.12465309352,0.073849149048,-0.037843048573,-0.28086748719,-0.23391765356,-0.26638093591,-0.12408655882,-0.031142083928,0.66287779808,-7.333924770399999,258.51721191,75.025779724,135.43135071,79.909889221,63.283912658999995,58.21276474,47.295375824,40.31394577,30.877820969000002,35.240501404,42.123298645,29.084407805999998,22.640272141,34.288604735999996,29.292964935,20.921068192,29.799474716,26.17914772,18.946565628,-165.60179138,160.579422,-4.8157577515,46.49551773100001,8.5700206757,13.925045967,-6.4373602867,4.8848276138,-2.2357711792,-9.3593206406,-0.19071651995,2.6411056519,-5.503673076599998,-4.049680233,0.7567185163500001,-1.8827695847,-3.7329864502,-2.4159655571000003,-3.6885461807,-2.8439593315,-159.3757019,165.23414612,-5.3143496513,45.90618515,8.1366100311,14.646993637000001,-5.7442541122,5.1522350311,-2.2134180069,-8.434762001000001,-0.17001084982999998,2.0839071274000003,-5.7320809364,-4.1973948479,0.5744085311899999,-1.7594316006,-3.2178833485,-2.0914061069,-3.4799039364,-2.8095772266,-481.66790771,-29.77305603,-119.6832962,-35.536289215,-54.736850739,-52.759880066,-67.823196411,-36.120754242,-43.676933289,-62.603069305,-40.744441986,-31.995832443,-42.147537231,-31.624176025,-29.295879364,-31.015604019,-29.803871155,-28.307632446,-39.733283997,-33.581783295,-0.56065893173,-0.86620181799,-0.041805535555,0.36710402369,-0.019651709124,-0.54694873095,-0.321408391,-0.14591188729,-0.013747186399999998,-0.3209669888,-0.044729109854,0.28108632565,0.13762615621,0.037159204483,0.039390563965,-0.069799356163,-0.19150991738,-0.056378800422,-0.2390177846,-0.24555417895,60.758071898999994,35.95475769,26.552188873000002,24.133512496999998,18.990350723,15.174972534,14.354090691,10.673761368,10.973133087,10.821175575,9.3903722763,10.432721138,9.890961647000001,7.6390872002,8.7040395737,8.2009906769,7.513569355,7.4854259491,8.5457868576,6.1273808479
14542,-0.41277438402,0.41477692127,-0.5884135365500001,0.64149779081,-0.024333262816,0.94804978371,1.0382769108,0.46305817366,0.88496774435,1.3093767166,0.08693010359999999,0.99269926548,0.51109200716,0.41376161575,0.26358893514000004,0.45011079311,0.08203244209300001,0.54654669762,0.4557634592100001,0.48829457164,18.925029755,267.79727173,91.459869385,127.20220947,85.775154114,63.70597076399999,62.897441863999994,50.227012634,44.168735504,35.881404877,28.657646179,45.202655792,32.738002777,28.589794159,34.901988983,28.982269286999998,26.159318924,25.845201491999998,27.619613646999998,29.097654343000002,-170.93508911,152.41433716,-21.400615692,44.684864043999994,14.517625809,7.227617740599999,1.8682363033,7.1457161903,-4.0360536575,-1.5902838707,-1.3693369627,0.70912849903,-1.1736867428,-0.84357851744,-1.0622416735,-0.13851065934,-2.8896522522000003,2.185751915,-1.8813616037,-0.19319580495,-168.28057861,151.85542297,-24.656381606999997,47.517810822,13.080059052000001,7.1299510002,2.2153289318,7.419634819,-4.6632084846,-0.82197391987,-1.1966196299,0.70603400469,-0.97223132849,-0.53756153584,-1.2082821131,0.016432762146,-3.0743367672,2.0969541073,-1.8837091923,-0.14191779494,-482.13681030000004,-2.5094249249,-122.50670624,-42.312934875,-92.922851562,-70.15412139899999,-63.613838196,-41.718494415,-59.317623138,-53.477180481000005,-42.429794312,-31.497169495,-36.058135985999996,-31.88085556,-32.568836212,-26.488050461,-30.046405791999998,-26.12918663,-25.193712234,-28.439992905,-0.26781272888,-0.33313810825,0.35060617328,-0.5669904351199999,-0.011796864681,-0.29931169748,-0.4243697226,-0.1538824439,0.32846799493,-0.45253953338,-0.12621855735999998,0.19595849514,-0.049435436726,-0.20795086026,0.13126575947,-0.12863390148,0.15192762017,-0.026843069121,0.084861271083,-0.044515211135,95.65196991,43.680671692,32.23519516,25.795892715,19.71777916,16.35014534,13.682974815,10.679864882999999,11.085107803,9.5291614532,8.301274299600001,8.5762586594,7.8078584671,7.6823301315,7.1170902252,6.5016727448000005,6.8692526817,6.318527221699999,6.5612716675,6.4028830528
14653,6.424170494099998,2.2030739784,-0.24566729367,0.97289758921,0.24063715339,-0.021215235814,-0.12061068416,0.26584547758,-0.095199152827,0.035650372505,-0.40689978004,-0.19273400307,-0.034619517624,0.12974387407,0.094768747687,-0.0085227908567,0.37744113803,0.22337752581,0.10691283643,0.032742537558,48.967720031999995,221.52722168,54.631011963,103.85677338,64.786056519,73.37272644,46.046657562,67.042373657,30.327991486,38.645320892,30.552305221999998,26.942867279,21.493392944,31.201612473,32.993221283000004,23.435640335,23.494428635,25.191848755,20.962503433,16.78383255,-114.96623229999999,142.55433655,-24.709177017,43.14440155,0.53065210581,28.542751311999996,-1.072629571,22.511796950999997,-1.9708235264,6.717341423,-3.8434844017,-2.2771828175,-6.6217446327,2.1700026989,0.8042366504699999,-3.3558709621,-4.4774456024,-3.7303009033,-3.4291443825,-7.1115169525,-102.14531708,152.19309998,-23.767333984,44.101062775,0.039864029735,30.863342285,-1.3460997343,22.717990875,-1.5113090277,6.6919789314,-3.660964489,-2.1207995415000003,-6.379442215,2.0545351505,0.6031384468100001,-3.3607692719,-4.1895480156,-3.5118539333,-3.1664335728,-6.9819116592,-496.01229858,-7.7271522514e-14,-93.0779953,-15.701184272999999,-60.755435944,-31.39153862,-45.170276642,-14.906368255999999,-39.728618622,-25.688983916999998,-40.007667542,-35.136180878000005,-32.424964905,-28.123922348,-24.173936844,-27.714637756,-36.495059966999996,-34.239673615,-32.121212006,-34.899448395,-2.2370486259,-1.3556960821,-0.079069197178,-0.3602129221,0.093262903392,-0.57353073359,0.14119568467000002,-0.08644144237,-0.096938289702,-0.033725723624,-0.038901373744,-0.016996076331,-0.13166932762,-0.028419179842,0.05680072680100001,0.023380154744,-0.26114740968,-0.14184358715999998,-0.14066635072,-0.11649248749000002,91.06970214799999,40.222885131999995,21.834627151,16.366573334,17.425666809000006,15.121896744,11.484203339,10.077755928,9.7561903,8.7067632675,10.153964996000001,8.807168006900001,7.213829040499999,7.311743736299999,7.5869188309,6.8552808762,6.6678853035,6.7533183098,6.674043655399999,6.6167407036000006
14733,3.9080276489,4.7755718231,0.6133497953399999,1.1006478071,0.8192691803000001,0.82405376434,0.25498244165999995,0.31219485402,0.41402280331,0.5959035754199999,0.10018004477,0.64674818516,0.90895801783,0.42864364386,0.41544470191,0.8344495296500001,1.1452940701999998,1.0435651541,1.7241337299,1.5162992477,-47.057449341,223.66496277,45.761829376,119.48350525,42.285549164,76.492385864,32.985519409,35.798641205,32.988430023,35.922374725,33.699035645,36.573455811,39.846748352,39.283443451,29.821439743000003,24.171438217,40.466674805,31.153440475,41.535549164,35.017295837,-211.68695068,165.54875183,-19.693058014000002,31.041915894000002,-6.2320961952,29.542867661,-3.2055873871,-6.6258039474,-5.9965019226,2.7702302933,5.0177454948,-3.5039560795,2.707359314,1.6307094097,-7.3955430984,-4.6873335838,0.19879186153,-3.9434976578,-1.4273252487,-0.28268995881,-185.46524048,178.57852173,-19.506591797000002,36.430477142,-4.7611346245,31.245698929,-3.034132719,-6.314389705700001,-6.0756669044,2.5267693996,5.4657220839999985,-3.7470812798,3.1686346531,1.6733243465,-6.8023152351,-4.5741882324,-6.5725203058e-14,-3.8823108673,-1.832921505,-0.5287618637100001,-563.29760742,-3.375077994900001e-14,-97.41430664100001,-49.266365051,-67.04405212399999,-19.883943558,-57.03168869,-45.111042023,-37.880176544,-34.23544693,-35.283340454,-33.439624785999996,-39.676799774,-24.628381729,-37.93850708,-36.327980042,-27.39796257,-30.609741211,-31.416566849000002,-21.203887939,-1.9895660877,-2.0456461906,0.022415826097,-0.8661119937899999,-0.62884700298,-0.74750941992,-0.1094866693,-0.10180802643,0.049607343971999986,0.07604684680700001,-0.24021667242,0.28639918566,-0.35412663221,-0.069766461849,-0.39011448622,0.1426473856,0.24658116698,0.10413359851,0.6763819456100001,0.60281080008,92.40097045899999,39.466434479,16.9793396,25.121723175,13.328223227999999,14.280257225,10.561214447000001,10.475283623,8.5738172531,7.7647099495,8.1751289368,7.3685379028,7.477065563200001,6.5976614952,7.3279418945,6.5680580139,6.4230437279,6.2940196991,6.955529212999999,6.314707279199999
14734,5.494559288,1.9520585537,-0.33147516847,1.4333412647,0.41166073084,1.4509372711,0.22883786261,0.068113259971,-0.26074793935,0.13339625299000002,-0.021247025579,0.56479203701,0.19086998701,0.1482886076,0.11671428382,0.011479097418,-0.0083023626357,0.093153364956,0.15604700148,0.058885335922,-45.49356460600001,224.633255,60.509487152,99.164558411,45.402843475,59.010753632,29.091228485,32.027217865,22.778867721999998,37.793388367,23.500320435,27.735103607,19.408613205,23.118354797,21.953689575,21.18793869,19.261577606,25.729011535999998,18.802310944000002,25.954471588,-184.26013184,138.1856842,3.4197924137,25.570589066,-11.081622124,30.594934464,-2.1880152225,2.6190125942,-9.064458847000001,7.0628256798,-2.1903791428,-3.9108743668,-1.3827718496,2.1829168797,-3.1320850849,1.2830530405,-0.81139969826,1.5128995180000002,-3.0676846504000004,2.0867841244,-164.71302795,137.54525757,4.8439722061,25.667030334,-12.127551079000002,32.010303496999995,-2.1008760929,2.6638441086,-9.339758873,7.3035488129,-2.2197952271,-4.1136651039,-1.1997311115,2.3429970741,-3.0894916058,1.3574806452,-0.9561226964,1.4910746813,-3.2471110821,2.0874886513,-526.70623779,-2.6645352591e-14,-59.505455016999996,-46.100200653,-52.016212463,-11.846874237,-33.392986298000004,-29.792139053000003,-34.753017426,-25.741519928000002,-28.388633728000002,-38.052684784,-25.549539566,-23.565649033000003,-31.555427550999998,-23.669677734,-21.148199080999998,-22.628089905,-23.347635269,-21.144529343,-2.3257241249,-0.4751096665899999,-0.24132759869000006,0.2235480845,0.39630019665,-0.95878094435,-0.049387276173,-0.10611210763,0.10793346167,-0.18547552824,0.01729894802,0.22499883175,-0.21859373152,-0.16400946677,0.0042332150042,-0.073410704732,0.068387597799,-0.061165910214,0.17518015206,-0.010619108565,80.348815918,29.407663345,17.720533371,17.186189651,13.637810707,9.5822153091,8.0606784821,8.5901279449,7.7816925049,7.331086635599999,6.5324921608,6.565823555,5.8475465775,6.1230826378,6.0375461578,5.6564497948,5.5765480995,5.3719263077,5.2702641487,5.9297819138
14735,1.9669100046,-0.092657759786,-0.55591207743,2.860076189,0.18366014957,2.4683735371,-0.11016988009000002,0.038858763874,0.078153096139,-0.057537112385,0.28767603636,0.030902538449,0.90924984217,0.32390207052,0.32545605302,0.15960074960999998,0.0091195870191,0.028592545539,0.3675403893,0.051199406385000014,-26.666711807,224.70747375,72.642593384,124.28646851,47.344474792,68.481788635,32.449806213,35.376060486,34.55493927,33.804092407,28.878484726,25.606716155999997,30.97924614,26.901826859,23.548774719,24.455194473000002,21.730155945,21.15571785,18.891235352,25.994283676,-202.95599365,140.04188538,2.613004446,30.75909996,-7.4660897255,31.422733306999998,0.023541314527,3.0157520771,-4.3183693886,8.6913719177,0.98152893782,-1.6733360291,0.5400878190999999,2.0428822041,-2.4343039989,0.77258652449,-0.7737293839499999,0.9825832247700002,-3.122045517,1.6168521643,-184.7772522,137.2940979,3.5078718662,31.918905258000002,-8.784366607699999,32.764457703000005,-0.30604946613,2.938785553,-5.0216679573,8.9578485489,0.76428765059,-1.9947936535,0.63860356808,2.3854501247,-2.4510250092,0.7277596592899999,-0.79295939207,0.92792212963,-3.1937351227,1.396060586,-545.59967041,1.3322676296e-14,-77.582092285,-55.745662689,-56.849617003999995,-21.104200363,-37.809127808,-27.522346496999997,-32.341278076,-22.538503647,-26.974941254,-28.997205734,-28.737100600999998,-26.874063491999998,-28.285095215,-22.20407486,-20.930402756,-21.774028778,-27.793094635,-21.957044601,-1.3878675699,0.037937957793,-0.069082945585,-0.8266021609299999,0.38387691975,-1.0847471951999998,-0.028633125126,0.038085579872,0.3828471303,-0.15280252695,0.1454205513,0.20796279609,-0.0375479348,-0.29617989063,0.037816107273,0.045406419784,0.046736650169,0.0050523788668,0.023717204109,0.12931859492999995,84.208396912,29.36977005,21.800544739,20.450654984,15.009591103,10.837016105999998,9.9827823639,7.7519402504,8.6627254486,7.4912290573,6.5820965767,6.7682800293,6.0894007683,6.5044641495,5.7392306328,5.8885173798000015,5.5273694992,5.8359174727999985,5.4252705574,5.9170618057
14736,0.45767822862,0.014464968815,-0.26089024544,0.95880609751,-0.060895301402,0.29169294238000004,0.47508686781,-0.19488815963,-0.05923228710900001,0.33596843481,0.26447626948,0.37198033929,0.98430538177,0.91433042288,0.7503331899600001,0.42902770638,0.42141738534,0.40863662958,0.42683878541,0.050852309912,-25.468835831,238.51405334,65.121238708,117.96507263,46.284038544,65.850891113,27.766019821,33.657688141,35.830059051999996,34.800006866,27.748756409000002,23.689664841,25.045211791999996,26.346002579,19.901060104000003,25.17578125,24.959848404000002,19.029375075999997,21.56363678,23.81770134,-225.50495911,155.18336487,3.4830341339,27.236425399999995,-5.9411172867,30.576436995999998,-5.2387599945,0.12130666524,-1.5547591448,7.328611850700001,0.70879018307,-2.8446025848,-0.34754765034,2.8445489407,-4.4685034752,-2.8940250874,-3.6871759892,-1.1684536934,-5.1159124374000005,-1.1127207279,-195.44673157,157.57389832,5.1756691933,27.255249023,-7.0766644478,31.861141205,-4.712852478,0.19033326209000004,-1.9261357784,8.2774276733,0.54008722305,-2.4931159019,0.063705958426,3.4131190777,-4.0977416038999985,-2.7056212425,-3.785984993,-0.9897454381,-5.1732301712,-1.1892364025,-576.68591309,-6.7419376373,-71.931861877,-43.713310242,-66.527900696,-8.8921089172,-47.609790802,-41.940433502,-33.612030029,-33.304088593,-27.329309464,-36.230033875,-35.644229889,-31.430202484000002,-30.818901062,-39.872627258,-28.487318039,-31.739770889000006,-27.926370621,-24.865631104000002,-1.0017392635,-0.40714782476,-0.33111703396,0.003223830834,0.26162415743,-0.5435768365899999,-0.40538489819,-0.088407434523,0.1331949681,-0.5106794238100001,0.072984695435,-0.32460260391,-0.4250357151,-0.56214267015,-0.37789818645,-0.16361720859999998,0.19830456376,-0.26430630684,0.071490444243,0.058409240097,99.48107147200001,37.034412384,20.733680725,20.06438446,16.884519577,10.113842964,10.268665314,10.551214218,8.507634162899999,9.455627441399999,6.8449864388,7.6055436134,6.84044981,6.795517444600001,6.208938121799999,7.2267665863,6.1292524338,6.1185803413,5.7540931702,6.0767717361
14737,0.95425993204,-0.8900230526899999,0.22847296298,2.6364710331,0.70574820042,1.6474833488,0.26186066866,-0.42274811864,-0.29534265399,0.010649552569,0.050977852196000005,0.051957815886000014,0.11332507432,0.21875157952,0.18662823737,0.32038080692,0.56693410873,0.29974940419,0.82964742184,0.46689030528,-31.340063095,217.47889709,87.898796082,118.0778656,45.929683685,72.390304565,47.550144196000005,36.02204895,32.082496643,40.050357819,26.997245789,29.470775604,24.111501694,25.707414627,22.314283371,26.064214705999998,29.356773376,21.370082855,31.752033234000002,31.604812621999997,-204.39900208,139.59318542,9.9533853531,33.298728943,-4.8471131325,34.499176025,0.38890615106,4.8368372917,-5.2335953712,11.034874916,0.024270299822,-1.0124820471,-0.42956334352,3.4034845829,-1.782982707,-0.028169801459,0.083623595536,-0.18202115595,-2.0062556267,0.60816180706,-176.98669434,135.67552185,9.4920969009,35.206050873,-6.7033243179,35.878959656,-0.51967054605,5.8341555595,-6.207731246900001,11.363464355,0.026082465425,-1.2912648916,-0.32221105695,3.453348875,-1.9060137272,0.015422851779,0.016655441373999998,-0.094853140414,-2.5398719311,0.33347517252,-553.5770874,1.3322676296e-14,-63.045806885,-50.165740967,-64.691169739,-17.037918090999998,-34.524513245,-31.060213089,-39.682552338,-23.684940338,-29.182771683000002,-30.82736969,-30.795085906999997,-27.312376022,-31.935066223000003,-24.957853316999998,-22.31020546,-27.136835098000002,-24.787559509,-24.625556946,-1.2549928427,0.13501483202,0.34189811349,-0.93624120951,0.35528680682,-0.8305290341399999,0.37104558945,-0.25162255764,0.33506047726,-0.18674655259,-0.033778071404,0.1452524662,-0.12978152931,-0.089557118714,0.0081075197086,0.007837157696500001,0.1382997483,-0.18491210043,0.55530452728,0.29600274563,87.75407409700001,34.574943542,24.501655579,19.830406189,15.141082764,10.374751091,11.055540085,9.9797859192,9.210880279500001,8.0753564835,7.1710133553,7.0375142097,6.664604187,6.4770669937,6.4672846794000005,5.8255476952,5.6366286278,6.122300148,6.3413443565,6.286366939500001
14738,0.8802281618100001,-0.097210511565,-0.0568491593,1.9983475208,-0.072845071554,0.41117829084,0.060458645225,0.13487899303,-0.00090701325098,0.041240595281,-0.12000976503,0.3676254451300001,0.33366760612,-0.060323756188,0.26353740692,0.28478807211,0.11603438854,0.6123059988,0.8237798214000001,0.8038260340700001,-36.960048676,232.85627747,58.198272705,116.28936005,39.900131226,75.466506958,40.7382164,40.841148376,31.008058548,34.21919632,25.945646286,27.030345917,21.73118782,24.611381531,16.713060379,18.706987380999998,22.934444427,26.840555191,30.378000259,30.951654434,-214.58477783,168.40087891,-6.7832784653,32.417793274,-6.8246850967,27.292430878,1.2467797995,-3.9755291939,-4.231033802,3.498131752,0.66500765085,-5.5910248756,-2.0732815266,-1.6679557562,-4.8822445869,-3.924975872,-1.6081134081,-2.2750840187,-4.2382192612,-2.0287735462,-205.61381531,175.36120605,-9.3370857239,33.413387299,-7.0857715607000005,27.721376419000002,0.92156207561,-4.8832502365,-3.9267342091,3.2063345909,0.89118468761,-5.7264504433,-1.8101096153,-1.4351146221000002,-4.8530435562,-3.7481081486,-1.7890459299,-2.4322500229,-4.7240285873,-2.6226553917,-563.83374023,-4.4408920984999995e-14,-60.027103423999996,-47.856517792,-77.094810486,-13.86836338,-36.113754272,-36.198287964,-35.405235291,-28.295812607,-27.345535278000003,-29.955444336,-33.894882202,-27.527751923,-28.935995102,-31.561014175,-20.609828949,-27.143842696999997,-25.481473923000003,-22.337818146,-0.8094574213,-0.7572132348999999,0.37863850594,-0.46871626377,-0.13753575087,-0.20704865456,0.087170824409,0.43442329764,-0.12626735866,-0.00091028859606,-0.13047215343000002,0.14254087210000002,-0.29270920157,-0.14609335363,-0.0615012981,-0.11237160116,0.17922469974,0.21399781108,0.57666110992,0.56919330359,71.19733429,30.903390884,18.232812880999997,18.350038528,16.237213135,11.244008064,10.543016434,10.142202377,9.0481157303,8.1543292999,7.114813804600001,6.658897876699999,6.5484290123000015,6.2569794655,5.5502967834,5.803782463099999,5.5342879295000005,6.061378479,6.363296985599999,6.7434473038
14739,2.303303957,0.21892412007,1.8411827087,3.1991324425,-0.13476809859000002,0.13376130164,-0.45398136973,0.34816482663000003,0.64119780064,0.61298269033,0.36500653625,0.48794588447,0.39616760612,0.39038684964,0.6851260066,0.2199344486,0.5607345700299999,0.64769750834,0.33914205431999994,0.63923329115,-29.526258469000002,246.21269226,74.28947448699999,102.78282928,48.823165894,71.567176819,42.921508789,36.261219025,31.030033111999998,35.545345306,30.797229766999997,24.424991608000003,31.545980453000002,25.254013062,21.258800507,21.922698975,25.377593994,28.749940872,23.645235061999998,25.904148101999997,-214.46670532,164.63114929,-8.723921775800001,39.0079422,-4.483891964,30.061174393,2.6910185814,-1.4062777758000002,-0.5462089180899999,5.3347043991000005,3.3736157417,-5.3851222992,0.29460597038,-0.92547345161,-2.6637144089,-1.998116374,-0.16148251295,-1.4353383780000002,-3.4610955715,-1.3941659927,-199.12287903,173.16261292,-12.132021904,41.107185364,-5.6533455849,30.177719116,2.5927052498,-2.0155291557,-0.16568276285999994,5.0481848717,3.5717949867,-5.9086136818,0.46095725894,-1.1742254496,-2.6517300606,-1.9973531961,-0.056758791208,-1.5959306955,-3.6567873955,-1.8500390053,-556.88635254,-6.5725203058e-14,-63.110881805,-43.338230133,-61.014873505,-8.7244796753,-34.434322357,-35.995548248,-41.440170288000004,-26.954982758000003,-30.747894286999998,-29.985355376999998,-27.799797058000003,-26.617256165,-31.536453246999997,-27.673240661999998,-27.106960296999997,-25.163898468000003,-28.687740326,-24.051301956,-1.4783457518,-0.95290613174,1.0687630177,-1.2424381971,0.23241402209000006,0.030083129182,0.026987366378,0.36556726694,-0.36698481441,0.17842443287,-0.17737606167999995,0.44123461843,-0.049452729523,0.18338643014000006,-0.15268605947,-0.031499985605,-0.11087319255,0.23361818492,0.20960098505,0.44558364153,80.85160827600001,28.857622146999997,18.59887886,17.973892212,14.206524849000001,9.922958374,11.01429081,8.1829328537,7.983369350399999,7.193605422999999,7.2055740356,6.5714464188,6.7848558426,6.545899867999999,6.388456344600001,6.211499691,6.242219448099999,6.0842018127,5.797570705399999,6.0023522376999985
